date,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,season
"Apr 5, 2012",OKC (40-14),SAS (38-14),LAL (35-20),LAC (33-22),MEM (30-23),DAL (31-24),DEN (29-25) T7,HOU (29-25) T7,PHO (28-26),UTA (28-27),POR (26-29),MIN (25-31),GSW (21-32),SAC (19-36),NOH (14-40),2012
"Apr 6, 2012",SAS (39-14),OKC (40-15),LAL (35-21),LAC (33-22),MEM (31-23),DAL (31-25),DEN (30-25) T7,HOU (30-25) T7,UTA (29-27),PHO (28-27),POR (27-29),MIN (25-31),GSW (21-33),SAC (19-36),NOH (14-41),2012
"Apr 7, 2012",SAS (39-14),OKC (40-15),LAL (35-22),LAC (34-22),MEM (32-23),HOU (30-25),DAL (31-26),DEN (30-26),PHO (29-27) T9,UTA (29-27) T9,POR (27-30),MIN (25-32),GSW (22-33),SAC (19-37),NOH (15-41),2012
"Apr 8, 2012",SAS (40-14),OKC (41-15),LAL (35-22),LAC (34-22),MEM (32-23),HOU (31-25),DAL (31-26),DEN (30-26),PHO (29-27),UTA (29-28),POR (27-30),MIN (25-32),GSW (22-33),SAC (19-38),NOH (15-41),2012
"Apr 9, 2012",OKC (42-15),SAS (40-15),LAL (36-22),LAC (34-23),MEM (33-23),HOU (32-25),DAL (31-26) T7,DEN (31-26) T7,PHO (30-27),UTA (30-28),POR (27-31),MIN (25-33),GSW (22-34),SAC (19-38),NOH (15-42),2012
"Apr 10, 2012",OKC (42-15),SAS (40-15),LAL (36-22),LAC (34-23),MEM (33-23),HOU (32-25),DAL (32-26),DEN (31-26),PHO (30-27),UTA (30-28),POR (27-31),MIN (25-33),GSW (22-34),SAC (19-39),NOH (15-42),2012
"Apr 11, 2012",OKC (42-16),SAS (40-16),LAL (37-22),LAC (35-23),MEM (34-23),DAL (32-26) T6,DEN (32-26) T6,HOU (32-26) T6,UTA (31-28),PHO (30-28),POR (28-31),MIN (25-34),GSW (22-35),SAC (19-40),NOH (16-42),2012
"Apr 12, 2012",OKC (42-16),SAS (41-16),LAL (37-22),LAC (36-23),MEM (34-24),DAL (33-26),DEN (32-26) T7,HOU (32-26) T7,UTA (31-28),PHO (30-28),POR (28-31),MIN (25-35),GSW (22-36),SAC (19-40),NOH (16-42),2012
"Apr 13, 2012",OKC (43-16),SAS (41-16),LAL (38-22),LAC (36-23),MEM (34-24),DAL (34-26),DEN (32-27) T7,HOU (32-27) T7,PHO (31-28),UTA (31-29),POR (28-32),MIN (25-35),GSW (22-36),SAC (19-41),NOH (17-42),2012
"Apr 14, 2012",OKC (44-16),SAS (42-16),LAL (38-22),LAC (37-23),MEM (35-24),DAL (34-26),DEN (32-27) T7,HOU (32-27) T7,PHO (31-29),UTA (31-30),POR (28-32),MIN (25-36),GSW (22-37),SAC (19-41),NOH (17-42),2012
"Apr 15, 2012",OKC (44-16),SAS (42-16),LAL (39-22),LAC (37-23),MEM (35-25),DAL (34-27),DEN (33-27),HOU (32-28),PHO (31-29),UTA (31-30),POR (28-33),MIN (25-36),GSW (22-37),SAC (20-41),NOH (18-42),2012
"Apr 16, 2012",SAS (43-16),OKC (44-17),LAL (39-22),LAC (38-23),MEM (35-25),DEN (34-27),DAL (34-28),HOU (32-29) T8,PHO (32-29) T8,UTA (32-30),POR (28-34),MIN (25-37),GSW (22-38),SAC (20-41),NOH (19-42),2012
"Apr 17, 2012",SAS (44-16),OKC (44-17),LAL (39-23),LAC (38-23),MEM (36-25),DEN (34-27),DAL (34-28),HOU (32-29) T8,PHO (32-29) T8,UTA (32-30),POR (28-34),MIN (25-38),GSW (22-38),SAC (20-41),NOH (19-42),2012
"Apr 18, 2012",SAS (45-16),OKC (45-17),LAL (40-23),LAC (39-23),MEM (37-25),DAL (35-28),DEN (34-28),UTA (33-30),HOU (32-30) T9,PHO (32-30) T9,POR (28-35),MIN (25-38),GSW (22-39),SAC (20-42),NOH (19-43),2012
"Apr 19, 2012",SAS (45-16),OKC (45-17),LAL (40-23),LAC (39-24),MEM (37-25),DAL (35-28),DEN (34-28),PHO (33-30) T8,UTA (33-30) T8,HOU (32-31),POR (28-35),MIN (26-38),GSW (22-39),SAC (20-42),NOH (20-43),2012
"Apr 20, 2012",SAS (46-16),OKC (46-17),LAL (40-24),LAC (39-24),MEM (38-25),DAL (36-28),DEN (34-28),PHO (33-30) T8,UTA (33-30) T8,HOU (32-31),POR (28-35),MIN (26-38),GSW (22-40),NOH (20-43) T14,SAC (20-43) T14,2012
"Apr 21, 2012",SAS (46-16),OKC (46-17),LAL (40-24),LAC (39-24),MEM (39-25),DEN (35-28),DAL (36-29),UTA (34-30),HOU (33-31) T9,PHO (33-31) T9,POR (28-36),MIN (26-38),GSW (22-41),NOH (20-43) T14,SAC (20-43) T14,2012
"Apr 22, 2012",SAS (47-16),OKC (46-18),LAL (41-24),LAC (40-24),MEM (39-25),DEN (36-28),DAL (36-29),UTA (34-30),PHO (33-31),HOU (33-32),POR (28-36),MIN (26-39),GSW (23-41),SAC (21-43),NOH (20-44),2012
"Apr 23, 2012",SAS (48-16),OKC (46-18),LAL (41-24),LAC (40-24),MEM (40-25),DEN (36-28),DAL (36-29),UTA (34-30),PHO (33-31),HOU (33-32),POR (28-37),MIN (26-39),GSW (23-41),SAC (21-43),NOH (20-44),2012
"Apr 24, 2012",SAS (48-16),OKC (47-18),LAL (41-24),LAC (40-25) T4,MEM (40-25) T4,DEN (36-28),DAL (36-29),UTA (35-30),HOU (33-32) T9,PHO (33-32) T9,POR (28-37),MIN (26-39),GSW (23-42),NOH (21-44) T14,SAC (21-44) T14,2012
"Apr 25, 2012",SAS (49-16),OKC (47-19),LAL (41-24),MEM (40-25),LAC (40-26),DEN (37-28),DAL (36-29),UTA (35-30),HOU (33-32),PHO (33-33),POR (28-37),MIN (26-39),GSW (23-42),NOH (21-44) T14,SAC (21-44) T14,2012
"Apr 26, 2012",SAS (50-16),OKC (47-19),LAL (41-25) T3,MEM (41-25) T3,LAC (40-26),DEN (38-28),DAL (36-30) T7,UTA (36-30) T7,HOU (34-32),PHO (33-33),POR (28-38),MIN (26-40),GSW (23-43),SAC (22-44),NOH (21-45),2012
"Nov 2, 2012",HOU (2-0) T1,LAC (2-0) T1,SAS (2-0) T1,MIN (1-0) T1,DAL (1-1) T5,GSW (1-1) T5,MEM (1-1) T5,NOH (1-1) T5,OKC (1-1) T5,PHO (1-1) T5,POR (1-1) T5,UTA (1-1) T5,DEN (0-2) T13,LAL (0-3) T13,SAC (0-2) T13,2013
"Nov 3, 2012",SAS (3-0) T1,MIN (1-0) T1,DAL (2-1) T3,GSW (2-1) T3,HOU (2-1) T3,LAC (2-1) T3,NOH (2-1) T3,POR (2-1) T3,MEM (1-1) T9,OKC (1-1) T9,PHO (1-1) T9,UTA (1-2),DEN (0-3) T13,LAL (0-3) T13,SAC (0-3) T13,2013
"Nov 4, 2012",SAS (3-0),DAL (2-1) T2,GSW (2-1) T2,HOU (2-1) T2,LAC (2-1) T2,NOH (2-1) T2,POR (2-1) T2,MEM (1-1) T8,MIN (1-1) T8,OKC (1-2) T10,PHO (1-2) T10,UTA (1-2) T10,LAL (1-3),DEN (0-3) T14,SAC (0-3) T14,2013
"Nov 5, 2012",SAS (4-0),DAL (3-1),HOU (2-1) T3,MEM (2-1) T3,MIN (2-1) T3,NOH (2-1) T3,GSW (2-2) T7,LAC (2-2) T7,POR (2-2) T7,OKC (1-2),LAL (1-3) T11,PHO (1-3) T11,SAC (1-3) T11,UTA (1-3) T11,DEN (0-3),2013
"Nov 6, 2012",SAS (4-0),DAL (3-1),HOU (2-1) T3,MEM (2-1) T3,MIN (2-1) T3,NOH (2-1) T3,GSW (2-2) T7,LAC (2-2) T7,OKC (2-2) T7,POR (2-2) T7,DEN (1-3) T11,LAL (1-3) T11,PHO (1-3) T11,SAC (1-3) T11,UTA (1-3) T11,2013
"Nov 7, 2012",DAL (4-1) T1,SAS (4-1) T1,MEM (3-1) T3,MIN (3-1) T3,GSW (3-2) T5,LAC (3-2) T5,HOU (2-2) T7,NOH (2-2) T7,OKC (2-2) T7,POR (2-2) T7,DEN (2-3) T11,PHO (2-3) T11,SAC (2-3) T11,UTA (2-3) T11,LAL (1-4),2013
"Nov 8, 2012",DAL (4-1) T1,SAS (4-1) T1,MEM (3-1) T3,MIN (3-1) T3,LAC (4-2),GSW (3-2) T6,OKC (3-2) T6,HOU (2-2) T8,NOH (2-2) T8,DEN (2-3) T10,PHO (2-3) T10,POR (2-3) T10,SAC (2-3) T10,UTA (2-3) T10,LAL (1-4),2013
"Nov 9, 2012",SAS (5-1),MEM (4-1) T2,MIN (4-1) T2,DAL (4-2) T4,LAC (4-2) T4,OKC (4-2) T4,NOH (3-2),DEN (3-3) T8,GSW (3-3) T8,PHO (3-3) T8,HOU (2-3) T11,POR (2-3) T11,LAL (2-4) T13,SAC (2-4) T13,UTA (2-4) T13,2013
"Nov 10, 2012",SAS (6-1),MEM (4-1),LAC (4-2) T3,MIN (4-2) T3,OKC (4-2) T3,NOH (3-2),DAL (4-3) T7,DEN (4-3) T7,HOU (3-3),GSW (3-4) T10,PHO (3-4) T10,UTA (3-4) T10,LAL (2-4) T13,POR (2-4) T13,SAC (2-4) T13,2013
"Nov 11, 2012",SAS (6-1),MEM (5-1),LAC (5-2) T3,OKC (5-2) T3,MIN (4-2),NOH (3-2),DAL (4-3) T7,DEN (4-3) T7,HOU (3-3),GSW (3-4) T10,LAL (3-4) T10,PHO (3-4) T10,UTA (3-4) T10,POR (2-4),SAC (2-5),2013
"Nov 12, 2012",SAS (6-1),MEM (5-1),OKC (6-2),LAC (5-2) T4,MIN (5-2) T4,NOH (3-2),DAL (4-4) T7,DEN (4-4) T7,PHO (4-4) T7,UTA (4-4) T7,GSW (3-4) T11,HOU (3-4) T11,LAL (3-4) T11,POR (2-5) T14,SAC (2-5) T14,2013
"Nov 13, 2012",SAS (7-1),MEM (5-1),OKC (6-2),LAC (5-2) T4,MIN (5-2) T4,NOH (3-2),DAL (4-4) T7,DEN (4-4) T7,PHO (4-4) T7,UTA (4-4) T7,GSW (3-4) T11,HOU (3-4) T11,LAL (3-5) T13,POR (3-5) T13,SAC (2-6),2013
"Nov 14, 2012",SAS (7-1),MEM (6-1),LAC (6-2),OKC (6-3),MIN (5-3),DAL (5-4),DEN (4-4) T7,GSW (4-4) T7,HOU (4-4) T7,NOH (3-3) T7,PHO (4-5) T11,UTA (4-5) T11,LAL (3-5) T13,POR (3-5) T13,SAC (2-6),2013
"Nov 15, 2012",MEM (6-1),SAS (7-2),LAC (6-2),OKC (6-3),MIN (5-3),DAL (5-4),GSW (4-4) T7,HOU (4-4) T7,NOH (3-3) T7,DEN (4-5) T10,PHO (4-5) T10,UTA (4-5) T10,LAL (3-5) T13,POR (3-5) T13,SAC (2-6),2013
"Nov 16, 2012",MEM (7-1),SAS (7-2),LAC (6-2),OKC (7-3),GSW (5-4) T5,MIN (5-4) T5,DAL (5-5),DEN (4-5) T8,HOU (4-5) T8,LAL (4-5) T8,POR (4-5) T8,NOH (3-4),PHO (4-6) T13,UTA (4-6) T13,SAC (2-7),2013
"Nov 17, 2012",MEM (8-1),SAS (8-2),LAC (7-2),OKC (7-3),GSW (5-4) T5,MIN (5-4) T5,DAL (6-5),UTA (5-6),HOU (4-5) T9,LAL (4-5) T9,POR (4-5) T9,DEN (4-6),NOH (3-5),PHO (4-7),SAC (2-7),2013
"Nov 18, 2012",MEM (8-1),SAS (8-2),LAC (7-2),OKC (8-3),MIN (5-4),DAL (6-5),GSW (5-5) T7,LAL (5-5) T7,POR (5-5) T7,UTA (5-6),DEN (4-6) T11,HOU (4-6) T11,NOH (3-5),PHO (4-7),SAC (2-8),2013
"Nov 19, 2012",LAC (8-2) T1,MEM (8-2) T1,OKC (8-3) T3,SAS (8-3) T3,MIN (5-4),GSW (6-5),DAL (6-6) T7,UTA (6-6) T7,LAL (5-5) T7,POR (5-5) T7,DEN (5-6),NOH (3-5),HOU (4-7) T13,PHO (4-7) T13,SAC (2-8),2013
"Nov 20, 2012",LAC (8-2) T1,MEM (8-2) T1,OKC (8-3) T3,SAS (8-3) T3,MIN (5-4),GSW (6-5) T6,LAL (6-5) T6,DAL (6-6) T8,UTA (6-6) T8,POR (5-5) T8,DEN (5-6),HOU (4-7) T12,PHO (4-7) T12,NOH (3-6),SAC (2-8),2013
"Nov 21, 2012",MEM (8-2),OKC (9-3) T2,SAS (9-3) T2,LAC (8-3),GSW (7-5),DAL (7-6),DEN (6-6) T7,LAL (6-6) T7,UTA (6-6) T7,MIN (5-5) T7,POR (5-6),HOU (5-7) T12,PHO (5-7) T12,NOH (3-7),SAC (3-8),2013
"Nov 23, 2012",MEM (9-2),SAS (10-3),OKC (9-4),LAC (8-4),DAL (7-6) T5,DEN (7-6) T5,GSW (7-6) T5,UTA (7-6) T5,POR (6-6),HOU (6-7) T10,LAL (6-7) T10,PHO (6-7) T10,MIN (5-6),NOH (3-8),SAC (3-9),2013
"Nov 24, 2012",MEM (9-2),SAS (10-3),OKC (10-4),LAC (8-5),GSW (8-6),DEN (7-6),DAL (7-7) T7,LAL (7-7) T7,UTA (7-7) T7,POR (6-6) T7,HOU (6-7) T11,PHO (6-7) T11,MIN (5-7),SAC (4-9),NOH (3-8),2013
"Nov 25, 2012",MEM (9-2),SAS (11-3),OKC (10-4),LAC (8-5),DEN (8-6) T5,GSW (8-6) T5,DAL (7-7) T7,LAL (7-7) T7,UTA (7-7) T7,HOU (6-7) T10,POR (6-7) T10,PHO (6-8),MIN (5-7),SAC (4-9),NOH (3-9),2013
"Nov 26, 2012",MEM (10-2),SAS (12-3),OKC (11-4),GSW (8-6) T4,LAC (8-6) T4,DEN (8-7) T6,UTA (8-7) T6,DAL (7-7) T8,LAL (7-7) T8,HOU (6-7),PHO (6-8) T11,POR (6-8) T11,MIN (5-7),NOH (4-9) T14,SAC (4-9) T14,2013
"Nov 27, 2012",MEM (10-2),SAS (12-3),OKC (11-4),GSW (8-6) T4,LAC (8-6) T4,DEN (8-7) T6,UTA (8-7) T6,HOU (7-7),DAL (7-8) T9,LAL (7-8) T9,PHO (7-8) T9,MIN (6-7),POR (6-8),NOH (4-9),SAC (4-10),2013
"Nov 28, 2012",MEM (11-2),SAS (13-3),OKC (12-4),LAC (9-6),GSW (8-6),UTA (9-7),DEN (8-7),HOU (7-8) T8,LAL (7-8) T8,DAL (7-9) T10,PHO (7-9) T10,MIN (6-8),POR (6-9),NOH (4-10) T14,SAC (4-10) T14,2013
"Nov 29, 2012",MEM (11-2),SAS (13-4),OKC (12-4),GSW (9-6) T4,LAC (9-6) T4,UTA (9-7),DEN (8-8),HOU (7-8) T8,LAL (7-8) T8,DAL (7-9) T10,PHO (7-9) T10,MIN (6-8),POR (6-9),NOH (4-10) T14,SAC (4-10) T14,2013
"Nov 30, 2012",MEM (12-2),OKC (13-4) T2,SAS (13-4) T2,GSW (9-6) T4,LAC (9-6) T4,UTA (9-8),LAL (8-8),DEN (8-9),HOU (7-8) T9,MIN (7-8) T9,DAL (7-9),PHO (7-10),POR (6-10),NOH (4-10),SAC (4-11),2013
"Dec 1, 2012",MEM (12-3),OKC (14-4) T2,SAS (14-4) T2,GSW (10-6) T4,LAC (10-6) T4,UTA (9-9) T6,HOU (8-8) T6,LAL (8-8) T6,DAL (8-9) T9,DEN (8-9) T9,MIN (7-8),PHO (7-10) T12,POR (7-10) T12,NOH (4-11),SAC (4-12),2013
"Dec 2, 2012",MEM (12-3),OKC (14-4) T2,SAS (14-4) T2,GSW (10-6) T4,LAC (10-6) T4,UTA (9-9) T6,HOU (8-8) T6,DAL (8-9) T8,DEN (8-9) T8,LAL (8-9) T8,MIN (7-8),POR (7-10),PHO (7-11),NOH (4-11),SAC (4-12),2013
"Dec 3, 2012",MEM (12-3),OKC (14-4) T2,SAS (14-4) T2,LAC (11-6),GSW (10-7),DEN (9-9) T6,HOU (8-8) T6,UTA (9-10),DAL (8-9) T9,LAL (8-9) T9,MIN (7-8),POR (8-10),PHO (7-11),NOH (5-11),SAC (4-12),2013
"Dec 4, 2012",MEM (13-3),OKC (15-4),SAS (14-4),LAC (11-6),GSW (10-7),HOU (9-8),DEN (9-9) T7,MIN (8-8) T7,UTA (9-10),DAL (8-9),LAL (8-10) T11,POR (8-10) T11,PHO (7-12),NOH (5-11),SAC (4-12),2013
"Dec 5, 2012",MEM (13-3),OKC (15-4) T2,SAS (15-4) T2,LAC (12-6),GSW (11-7),HOU (9-8),UTA (10-10),DEN (9-10) T8,LAL (9-10) T8,MIN (8-9),DAL (8-10),POR (8-11),PHO (7-12),NOH (5-12) T14,SAC (5-12) T14,2013
"Dec 6, 2012",MEM (13-3),OKC (15-4) T2,SAS (15-4) T2,LAC (12-6),GSW (11-7),HOU (9-8),UTA (10-10),DAL (9-10) T8,DEN (9-10) T8,LAL (9-10) T8,MIN (8-9),POR (8-11),PHO (7-13),NOH (5-12) T14,SAC (5-12) T14,2013
"Dec 7, 2012",MEM (14-3),OKC (16-4) T2,SAS (16-4) T2,LAC (12-6),GSW (12-7),UTA (11-10),DEN (10-10) T7,HOU (9-9) T7,MIN (9-9) T7,DAL (9-10),LAL (9-11),POR (8-11),PHO (7-13),SAC (6-12),NOH (5-13),2013
"Dec 8, 2012",SAS (17-4),OKC (16-4),MEM (14-4),LAC (13-6),GSW (13-7),UTA (11-10),DAL (10-10) T7,DEN (10-10) T7,MIN (9-9) T7,HOU (9-10),LAL (9-11),POR (8-12),SAC (7-12),PHO (7-14),NOH (5-14),2013
"Dec 9, 2012",OKC (17-4) T1,SAS (17-4) T1,MEM (14-4),LAC (14-6),GSW (13-7),UTA (12-10),DAL (10-10) T7,MIN (9-9) T7,DEN (10-11),HOU (9-10),LAL (9-12),POR (8-12),SAC (7-12),PHO (7-15),NOH (5-14),2013
"Dec 10, 2012",SAS (18-4),OKC (17-4),MEM (14-4),LAC (14-6),GSW (14-7),UTA (12-10),DAL (11-10),MIN (9-9),DEN (10-11),HOU (9-11),LAL (9-12) T11,POR (9-12) T11,SAC (7-13),PHO (7-15),NOH (5-14),2013
"Dec 11, 2012",SAS (18-4),OKC (17-4),MEM (14-4),LAC (15-6),GSW (14-7),UTA (12-10),DAL (11-10),DEN (11-11) T8,MIN (9-9) T8,HOU (9-11),POR (9-12),LAL (9-13),SAC (7-13),PHO (7-15),NOH (5-15),2013
"Dec 12, 2012",OKC (18-4),SAS (18-5),MEM (14-5),LAC (16-6),GSW (15-7),UTA (13-10),MIN (10-9),DAL (11-11),DEN (11-12),HOU (10-11),POR (9-12),LAL (9-13),PHO (8-15),SAC (7-14),NOH (5-16),2013
"Dec 13, 2012",OKC (18-4),SAS (18-6),MEM (14-5),LAC (16-6),GSW (15-7),UTA (13-10),MIN (10-9),DAL (11-11),DEN (11-12),HOU (10-11),POR (10-12),LAL (9-14),PHO (8-15),SAC (7-14),NOH (5-16),2013
"Dec 14, 2012",OKC (19-4),SAS (18-6),LAC (16-6),MEM (14-6),GSW (15-8),MIN (11-9),UTA (13-11),DEN (12-12) T8,HOU (11-11) T8,DAL (11-12),POR (10-12),LAL (10-14),PHO (9-15),SAC (7-15),NOH (5-17),2013
"Dec 15, 2012",OKC (19-4),SAS (19-6),LAC (17-6),MEM (15-6),GSW (16-8),MIN (12-9),UTA (13-12),DEN (12-12) T8,HOU (11-11) T8,DAL (11-13),POR (10-12),LAL (10-14),PHO (9-15),SAC (7-15),NOH (5-17),2013
"Dec 16, 2012",OKC (19-4),SAS (19-6),LAC (17-6),MEM (15-6),GSW (16-8),MIN (12-9),DEN (13-12) T7,UTA (13-12) T7,HOU (11-12) T9,POR (11-12) T9,DAL (11-13),LAL (11-14),PHO (9-15),SAC (7-16),NOH (5-18),2013
"Dec 17, 2012",OKC (20-4),LAC (18-6),SAS (19-7),MEM (16-6),GSW (16-8),MIN (12-10),DEN (13-12) T7,UTA (13-12) T7,HOU (12-12),POR (11-12),DAL (11-13),LAL (11-14),PHO (10-15),SAC (7-17),NOH (5-18),2013
"Dec 18, 2012",OKC (20-4),LAC (18-6),MEM (16-6),SAS (19-8),GSW (17-8),DEN (14-12) T6,UTA (14-12) T6,MIN (12-11),HOU (12-12),DAL (12-13),POR (11-12),LAL (12-14),PHO (10-15),SAC (7-17),NOH (5-19),2013
"Dec 19, 2012",OKC (21-4),LAC (19-6),MEM (17-6),SAS (19-8),GSW (17-9),DEN (14-12),MIN (12-11),HOU (13-12),UTA (14-13),DAL (12-13),POR (11-12),LAL (12-14),PHO (11-15),SAC (8-17),NOH (5-20),2013
"Dec 20, 2012",OKC (21-5),LAC (19-6),MEM (17-6),SAS (19-8),GSW (17-9),MIN (13-11),HOU (13-12),DEN (14-13) T8,UTA (14-13) T8,POR (12-12),DAL (12-14) T11,LAL (12-14) T11,PHO (11-15),SAC (8-17),NOH (5-20),2013
"Dec 21, 2012",OKC (21-5),LAC (20-6),MEM (18-6),SAS (20-8),GSW (18-9),MIN (13-11),HOU (13-12),DEN (14-13) T8,UTA (14-13) T8,POR (12-12),LAL (12-14),DAL (12-15),PHO (11-15),SAC (8-18),NOH (5-21),2013
"Dec 22, 2012",OKC (21-5),LAC (20-6),MEM (18-7),SAS (20-8),GSW (18-10),MIN (13-11),HOU (14-12),DEN (15-13),POR (13-12),UTA (14-14),LAL (13-14),DAL (12-15),PHO (11-16),SAC (8-18),NOH (5-22),2013
"Dec 23, 2012",OKC (21-5),LAC (21-6),SAS (21-8),MEM (18-7),GSW (18-10),HOU (14-12),DEN (15-13),MIN (13-12),UTA (15-14),POR (13-13),LAL (13-14),DAL (12-16),PHO (11-17),SAC (9-18),NOH (5-22),2013
"Dec 25, 2012",LAC (22-6),OKC (21-6),SAS (21-8),MEM (18-7),GSW (18-10),HOU (15-12),MIN (13-12),DEN (15-14) T8,UTA (15-14) T8,LAL (14-14) T10,POR (13-13) T10,DAL (12-16),PHO (11-17),SAC (9-18),NOH (5-22),2013
"Dec 26, 2012",LAC (22-6),OKC (21-6),SAS (22-8),MEM (18-8),GSW (19-10),HOU (16-12),DEN (16-14),POR (14-13),UTA (15-15) T9,MIN (13-13) T9,LAL (14-15),DAL (12-16),PHO (11-18),SAC (9-19),NOH (6-22),2013
"Dec 27, 2012",LAC (23-6),OKC (22-6),SAS (22-8),MEM (18-8),GSW (19-10),HOU (16-12),DEN (16-14),POR (14-13),UTA (15-15) T9,MIN (13-13) T9,LAL (14-15),DAL (12-17),PHO (11-18),SAC (9-19),NOH (6-22),2013
"Dec 28, 2012",LAC (24-6),OKC (22-6),SAS (23-8),MEM (18-8),GSW (20-10),HOU (16-13),DEN (17-14),LAL (15-15) T8,POR (14-14) T8,MIN (13-13) T8,UTA (15-16),DAL (12-18),PHO (11-19),SAC (10-19),NOH (6-23),2013
"Dec 29, 2012",LAC (24-6),OKC (23-6),SAS (23-8),MEM (19-8),GSW (21-10),HOU (16-14),DEN (17-15),MIN (14-13),POR (15-14),LAL (15-15),UTA (15-16),DAL (12-18),PHO (11-20),SAC (10-19),NOH (7-23),2013
"Dec 30, 2012",LAC (25-6),OKC (23-6),SAS (24-8),MEM (19-8),GSW (21-10),HOU (16-14),DEN (17-15),MIN (14-13),POR (15-14),LAL (15-15),UTA (15-17),DAL (12-19),SAC (11-19),PHO (11-20),NOH (7-23),2013
"Dec 31, 2012",LAC (25-6),OKC (24-6),SAS (25-8),MEM (19-9),GSW (21-10),HOU (17-14),DEN (17-15),MIN (14-13),POR (15-14),LAL (15-15),UTA (15-17),DAL (12-19),SAC (11-19),PHO (11-21),NOH (7-23),2013
"Jan 1, 2013",OKC (24-6),LAC (25-7),SAS (25-8),MEM (19-9),GSW (21-10),HOU (17-14),DEN (18-15),POR (16-14),MIN (14-13),LAL (15-16),UTA (15-17),DAL (13-19),SAC (11-20),PHO (11-21),NOH (7-24),2013
"Jan 2, 2013",OKC (24-7),SAS (26-8),LAC (25-8),MEM (20-9),GSW (22-10),HOU (18-14),DEN (18-15),POR (16-15),MIN (14-14),UTA (16-17),LAL (15-16),DAL (13-20),SAC (12-20),PHO (12-21),NOH (7-25),2013
"Jan 3, 2013",OKC (24-7),LAC (25-8),SAS (26-9),MEM (20-9),GSW (22-10),HOU (18-14),DEN (18-16),MIN (15-14),POR (16-15),UTA (16-17),LAL (15-16),DAL (13-20),SAC (12-20),PHO (12-21),NOH (7-25),2013
"Jan 4, 2013",OKC (25-7),LAC (26-8),SAS (26-9),GSW (22-10),MEM (20-10),HOU (19-14),POR (17-15),DEN (18-16),MIN (15-14),UTA (17-17),LAL (15-17),DAL (13-20) T12,SAC (13-20) T12,PHO (12-22),NOH (7-25),2013
"Jan 5, 2013",OKC (25-7),LAC (27-8),SAS (27-9),GSW (22-11) T4,MEM (20-10) T4,HOU (20-14),POR (18-15),DEN (19-16),MIN (15-15),UTA (17-18),LAL (15-17),DAL (13-21) T12,SAC (13-21) T12,PHO (12-22),NOH (8-25),2013
"Jan 6, 2013",OKC (26-7),LAC (27-8),SAS (27-9),MEM (21-10),GSW (22-11),HOU (20-14),DEN (20-16),POR (18-15),MIN (15-15),UTA (17-18),LAL (15-18),DAL (13-21) T12,SAC (13-21) T12,PHO (12-23),NOH (8-25),2013
"Jan 7, 2013",LAC (27-8),OKC (26-8),SAS (27-10),MEM (22-10),GSW (22-11),HOU (20-14),POR (19-15),DEN (20-16),UTA (18-18) T9,MIN (15-15) T9,LAL (15-18),DAL (13-22) T12,SAC (13-22) T12,PHO (12-23),NOH (9-25),2013
"Jan 8, 2013",LAC (27-8),OKC (26-8),SAS (27-10),MEM (22-10),GSW (22-11),HOU (21-14),POR (19-15),DEN (20-16),MIN (16-15),UTA (18-18),LAL (15-19),DAL (13-22) T12,SAC (13-22) T12,PHO (12-24),NOH (9-25),2013
"Jan 9, 2013",LAC (28-8),OKC (27-8),SAS (28-10),MEM (23-10),GSW (22-12),HOU (21-15),DEN (21-16),POR (19-15),UTA (19-18),MIN (16-16),LAL (15-20),SAC (13-22),DAL (13-23),PHO (12-25),NOH (10-25),2013
"Jan 10, 2013",LAC (28-8),OKC (27-8),SAS (28-10),MEM (23-10),GSW (22-12),HOU (21-15),POR (20-15),DEN (21-16),UTA (19-18),MIN (16-16),LAL (15-20),DAL (14-23),SAC (13-23),PHO (12-25),NOH (10-25),2013
"Jan 11, 2013",LAC (28-8) T1,OKC (28-8) T1,SAS (28-11),MEM (24-10),GSW (23-12),DEN (22-16),HOU (21-16),POR (20-16),UTA (19-19),MIN (16-17),LAL (15-21),DAL (14-23),SAC (13-23),PHO (12-26),NOH (11-25),2013
"Jan 12, 2013",OKC (28-8),LAC (28-9),SAS (28-11),MEM (24-11),GSW (23-12),DEN (22-16),POR (20-16),HOU (21-17),UTA (20-19),MIN (16-17),LAL (15-21),DAL (15-23),SAC (13-24),PHO (13-26),NOH (11-25),2013
"Jan 13, 2013",OKC (29-8),LAC (28-9),SAS (29-11),MEM (24-11),GSW (23-13),DEN (23-16),HOU (21-17),POR (20-17),UTA (20-19),MIN (16-18),LAL (16-21),DAL (15-23),SAC (13-24),PHO (13-26),NOH (11-26),2013
"Jan 14, 2013",OKC (30-8),LAC (29-9),SAS (29-11),MEM (24-12),GSW (23-13),DEN (23-16),HOU (21-17),POR (20-17),UTA (21-19),MIN (16-19),LAL (16-21),DAL (16-23),SAC (14-24),PHO (13-27),NOH (11-26),2013
"Jan 15, 2013",OKC (30-8),LAC (30-9),SAS (29-11),MEM (24-12),GSW (23-13),DEN (24-16),HOU (21-18),POR (20-18),UTA (21-19),MIN (16-19),LAL (17-21),DAL (16-23),SAC (14-24),PHO (13-27),NOH (12-26),2013
