date,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,season
"Nov 14, 2014",CHI (7-2) T1,TOR (7-2) T1,WAS (6-2),ATL (5-3),CLE (4-3),MIA (5-4),BRK (4-4),CHO (4-5) T8,MIL (4-5) T8,ORL (4-6),BOS (3-5),DET (3-6),IND (3-7),NYK (2-8),PHI (0-9),2015
"Nov 15, 2014",TOR (8-2),WAS (7-2),CHI (7-3),CLE (5-3),ATL (5-4) T5,MIA (5-4) T5,BRK (4-5) T7,MIL (4-5) T7,CHO (4-6),BOS (3-5),IND (4-7) T11,ORL (4-7) T11,DET (3-7),NYK (2-8),PHI (0-9),2015
"Nov 16, 2014",TOR (8-2),WAS (7-2),CHI (7-3),CLE (5-3),ATL (5-4),MIA (5-5) T6,MIL (5-5) T6,BRK (4-5),CHO (4-6),BOS (3-5),IND (4-7) T11,ORL (4-7) T11,DET (3-7),NYK (3-8),PHI (0-9),2015
"Nov 17, 2014",TOR (8-2),WAS (7-2),CHI (8-3),ATL (5-4) T4,CLE (5-4) T4,MIA (6-5),MIL (5-5),ORL (5-7),BRK (4-6),CHO (4-7) T10,IND (4-7) T10,BOS (3-6),DET (3-8) T13,NYK (3-8) T13,PHI (0-10),2015
"Nov 18, 2014",TOR (8-2),WAS (7-2),CHI (8-3),CLE (5-4),MIA (6-5) T5,MIL (6-5) T5,ATL (5-5),ORL (5-7),BRK (4-6),CHO (4-7) T10,IND (4-7) T10,BOS (3-6),DET (3-8),NYK (3-9),PHI (0-10),2015
"Nov 19, 2014",TOR (9-2),CHI (8-3),WAS (7-3),MIL (7-5),MIA (6-5),ATL (5-5) T6,CLE (5-5) T6,IND (5-7),BOS (4-6),ORL (5-8),BRK (4-7),CHO (4-8),DET (3-9),NYK (3-10),PHI (0-11),2015
"Nov 20, 2014",TOR (9-2),WAS (7-3),CHI (8-4),MIL (7-5),MIA (6-6) T5,ATL (5-5) T5,CLE (5-5) T5,IND (5-7),BOS (4-6),ORL (5-8),BRK (4-7),CHO (4-8),DET (3-9),NYK (3-10),PHI (0-11),2015
"Nov 21, 2014",TOR (10-2),WAS (8-3),CHI (8-5),ATL (6-5),MIL (7-6),MIA (6-6),CLE (5-6),ORL (6-8),BRK (5-7) T9,IND (5-7) T9,BOS (4-7),CHO (4-9),DET (3-10) T13,NYK (3-10) T13,PHI (0-12),2015
"Nov 22, 2014",TOR (11-2),WAS (9-3),CHI (8-5),ATL (6-5),MIA (7-6),MIL (7-7),CLE (5-7),ORL (6-9),BRK (5-8) T9,IND (5-8) T9,BOS (4-7),CHO (4-9),NYK (4-10),DET (3-10),PHI (0-13),2015
"Nov 23, 2014",TOR (11-2),WAS (9-3),CHI (8-5),MIA (8-6),ATL (6-5),MIL (7-7),CLE (5-7),ORL (6-9),BRK (5-8) T9,IND (5-8) T9,BOS (4-8),CHO (4-10) T12,NYK (4-10) T12,DET (3-10),PHI (0-13),2015
"Nov 24, 2014",TOR (12-2),WAS (9-3),CHI (9-5),MIA (8-6),ATL (6-5),MIL (7-7),CLE (6-7),IND (6-8),BRK (5-8),ORL (6-10),BOS (4-8),CHO (4-11) T12,NYK (4-11) T12,DET (3-10),PHI (0-14),2015
"Nov 25, 2014",TOR (12-2),WAS (9-4),CHI (9-6),ATL (7-5),MIA (8-7) T5,MIL (8-7) T5,CLE (6-7),IND (6-8),BRK (5-8),ORL (6-10),BOS (4-8),CHO (4-11) T12,NYK (4-11) T12,DET (3-11),PHI (0-14),2015
"Nov 26, 2014",TOR (13-2),WAS (9-5),CHI (9-6),MIL (9-7),ATL (7-6),MIA (8-7),CLE (7-7),BRK (6-8),IND (6-9),ORL (6-11),BOS (4-8),CHO (4-12) T12,NYK (4-12) T12,DET (3-12),PHI (0-15),2015
"Nov 28, 2014",TOR (13-3),WAS (9-5),CHI (10-6),MIL (10-7),ATL (8-6),MIA (8-7),CLE (7-7),IND (7-9),BRK (6-8),ORL (6-12),BOS (4-9),CHO (4-13) T12,NYK (4-13) T12,DET (3-13),PHI (0-15),2015
"Nov 29, 2014",TOR (13-3),WAS (10-5),CHI (10-6),ATL (9-6),MIL (10-8),CLE (8-7) T6,MIA (8-7) T6,BRK (6-8),IND (7-10),ORL (6-12),BOS (4-9),NYK (4-13),CHO (4-14),DET (3-13),PHI (0-16),2015
"Nov 30, 2014",TOR (13-4),WAS (10-5),CHI (11-6),ATL (9-6),MIA (9-7),MIL (10-8),CLE (8-7),IND (7-10),BRK (6-9),ORL (7-12),BOS (4-10),CHO (4-14) T12,NYK (4-14) T12,DET (3-14),PHI (0-16),2015
"Dec 1, 2014",TOR (13-4),WAS (11-5),CHI (11-6),ATL (9-6),MIL (10-8),CLE (8-7),MIA (9-8),IND (7-10),BRK (6-9),ORL (7-12),BOS (4-10),CHO (4-14) T12,NYK (4-14) T12,DET (3-14),PHI (0-17),2015
"Dec 2, 2014",TOR (14-4),WAS (11-5),ATL (10-6),CHI (11-7),CLE (9-7),MIA (9-8),MIL (10-9),BRK (7-9),IND (7-11),ORL (7-13),BOS (4-11),CHO (4-14),NYK (4-15),DET (3-15),PHI (0-17),2015
"Dec 3, 2014",TOR (15-4),WAS (12-5),ATL (11-6),CHI (12-7),CLE (9-7),MIL (10-10) T6,MIA (9-9) T6,BRK (8-9),IND (7-11),ORL (7-14),BOS (5-11),CHO (4-15) T12,NYK (4-15) T12,DET (3-16),PHI (1-17),2015
"Dec 4, 2014",TOR (15-4),WAS (12-5),ATL (11-6),CHI (12-7),CLE (10-7),MIL (10-10) T6,MIA (9-9) T6,BRK (8-9),IND (7-12),ORL (7-14),BOS (5-11),CHO (4-15),NYK (4-16),DET (3-16),PHI (1-17),2015
"Dec 5, 2014",TOR (15-5),WAS (13-5),ATL (12-6),CHI (12-7),CLE (11-7),MIL (11-10),MIA (9-10),BRK (8-10),ORL (8-14),BOS (6-11),IND (7-13),CHO (5-15),NYK (4-17),DET (3-16),PHI (1-18),2015
"Dec 6, 2014",TOR (15-5),WAS (13-5),ATL (12-6),CLE (11-7),CHI (12-8),MIL (11-10),MIA (9-10),BRK (8-10),ORL (9-14),BOS (6-11),IND (7-13),CHO (5-15),NYK (4-17),DET (3-17),PHI (2-18),2015
"Dec 7, 2014",TOR (15-5),ATL (13-6) T2,WAS (13-6) T2,CLE (11-7),CHI (12-8),MIL (11-11),MIA (9-11),BRK (8-10),ORL (9-14),BOS (7-11),IND (7-13),CHO (5-15),NYK (4-18),DET (3-18),PHI (2-18),2015
"Dec 8, 2014",TOR (16-5),ATL (14-6) T2,WAS (14-6) T2,CLE (12-7),CHI (12-8),MIL (11-11),MIA (9-11),BRK (8-11),ORL (9-14),BOS (7-12),IND (7-14),CHO (5-15),NYK (4-18),DET (3-18),PHI (2-18),2015
"Dec 9, 2014",TOR (16-6),ATL (14-6) T2,WAS (14-6) T2,CLE (13-7),CHI (12-8),MIL (11-12),MIA (10-11),BRK (8-11),ORL (9-14),BOS (7-12),IND (7-14),CHO (5-15),NYK (4-19),DET (3-19),PHI (2-18),2015
"Dec 10, 2014",TOR (16-6),ATL (15-6) T2,WAS (15-6) T2,CLE (13-7),CHI (13-8),MIL (11-12),MIA (10-12),BRK (8-12),ORL (9-15),BOS (7-13),IND (7-15),CHO (6-15),NYK (4-20),DET (3-19),PHI (2-19),2015
"Dec 11, 2014",TOR (16-6),ATL (15-6) T2,WAS (15-6) T2,CHI (13-8) T4,CLE (13-8) T4,MIL (11-12),MIA (10-12),BRK (8-12),ORL (9-15),BOS (7-13),IND (7-15),CHO (6-15),NYK (4-20),DET (3-19),PHI (2-19),2015
"Dec 12, 2014",TOR (17-6),ATL (16-6) T2,WAS (16-6) T2,CHI (14-8),CLE (13-9),MIA (11-12) T6,MIL (11-12) T6,BRK (9-12),ORL (9-16),BOS (7-14),IND (7-16),CHO (6-16),NYK (5-20),DET (4-19),PHI (2-20),2015
"Dec 13, 2014",TOR (17-6),WAS (16-6),ATL (16-7),CHI (14-8),CLE (13-9),MIL (12-12),MIA (11-12),BRK (10-12),ORL (10-16),BOS (7-14),IND (7-17),CHO (6-17),DET (5-19),NYK (5-20),PHI (2-21),2015
"Dec 14, 2014",TOR (18-6),WAS (17-6),ATL (16-7),CHI (15-8),CLE (13-9),MIL (12-12),MIA (11-13),BRK (10-12),ORL (10-16),BOS (7-14),IND (7-17),CHO (6-17),DET (5-19),NYK (5-21),PHI (2-21),2015
"Dec 15, 2014",TOR (19-6),WAS (17-6),ATL (17-7),CHI (15-9),CLE (14-9),MIL (13-12),MIA (11-13),BRK (10-12),ORL (10-17),BOS (8-14),IND (8-17),CHO (6-18),DET (5-20),NYK (5-21),PHI (2-22),2015
"Dec 16, 2014",TOR (19-6),WAS (18-6),ATL (17-7),CHI (15-9),CLE (14-9),MIL (13-12),MIA (12-13),BRK (10-13),ORL (10-17),BOS (8-14),IND (8-17),CHO (6-18),DET (5-20),NYK (5-22),PHI (2-22),2015
"Dec 17, 2014",TOR (20-6),WAS (18-6),ATL (18-7),CHI (15-9),CLE (14-10),MIL (13-13),MIA (12-14),BRK (10-14),BOS (9-14),ORL (10-18),IND (8-18),CHO (6-19),DET (5-21),NYK (5-22),PHI (2-22),2015
"Dec 18, 2014",TOR (20-6),WAS (18-6),ATL (18-7),CHI (16-9),CLE (14-10),MIL (14-13),MIA (12-14),BRK (10-14),BOS (9-14),ORL (10-18),IND (8-18),CHO (6-19),DET (5-21),NYK (5-23),PHI (2-22),2015
"Dec 19, 2014",TOR (21-6),WAS (19-6),ATL (18-7),CHI (17-9),CLE (15-10),MIL (14-13),MIA (12-15),BOS (10-14),BRK (10-15),ORL (10-19),IND (8-18),CHO (7-19),DET (5-22),NYK (5-23),PHI (2-23),2015
"Dec 20, 2014",TOR (21-6),WAS (19-6),ATL (19-7),CHI (17-9),CLE (15-10),MIL (14-14),MIA (12-15),BOS (10-14),BRK (10-15),ORL (10-19),CHO (8-19) T11,IND (8-19) T11,DET (5-22),NYK (5-24),PHI (2-23),2015
"Dec 21, 2014",TOR (22-6),ATL (19-7) T2,WAS (19-7) T2,CHI (17-9),CLE (16-10),MIL (14-14),MIA (13-15),BRK (11-15),BOS (10-15),ORL (10-20),IND (9-19),CHO (8-19),DET (5-23),NYK (5-25),PHI (3-23),2015
"Dec 22, 2014",TOR (22-7),ATL (20-7),WAS (19-7),CHI (18-9),CLE (16-10),MIL (14-14),MIA (13-15),BRK (11-15),BOS (10-15),ORL (10-20),CHO (9-19) T11,IND (9-19) T11,DET (5-23),NYK (5-25),PHI (3-23),2015
"Dec 23, 2014",TOR (22-7),ATL (21-7),WAS (19-8),CHI (19-9),CLE (17-10),MIL (14-15),MIA (13-16),BRK (12-15),BOS (10-16),ORL (11-20),CHO (10-19) T11,IND (10-19) T11,DET (5-23),NYK (5-25),PHI (4-23),2015
"Dec 25, 2014",TOR (22-7),ATL (21-7),WAS (20-8),CHI (20-9),CLE (17-11),MIL (14-15),MIA (14-16),BRK (12-15),BOS (10-16),ORL (11-20),CHO (10-19) T11,IND (10-19) T11,DET (5-23),NYK (5-26),PHI (4-23),2015
"Dec 26, 2014",TOR (22-7),ATL (21-8),WAS (20-8),CHI (20-9),CLE (18-11),MIL (15-15),MIA (14-16),BRK (13-15),BOS (10-17),ORL (11-21),CHO (10-20) T11,IND (10-20) T11,DET (6-23),NYK (5-26),PHI (4-24),2015
"Dec 27, 2014",TOR (23-7),ATL (22-8),WAS (21-8),CHI (21-9),CLE (18-11),MIL (15-16),MIA (14-17),BRK (13-16),ORL (12-21),BOS (10-18),IND (11-20),CHO (10-21),DET (6-23),NYK (5-27),PHI (4-25),2015
"Dec 28, 2014",TOR (24-7),ATL (22-8),WAS (21-8),CHI (21-9),CLE (18-12),MIL (15-16),MIA (14-17),BRK (13-16),ORL (12-21),BOS (10-18),IND (11-20),CHO (10-21),DET (7-23),NYK (5-28),PHI (4-25),2015
"Dec 29, 2014",TOR (24-7),ATL (22-8) T2,WAS (22-8) T2,CHI (22-9),CLE (18-12),MIL (16-16),BRK (14-16),MIA (14-18),ORL (13-21),BOS (10-18),IND (11-21),CHO (10-22),DET (7-23),NYK (5-28),PHI (4-25),2015
"Dec 30, 2014",TOR (24-8),ATL (23-8),WAS (22-9),CHI (22-10),CLE (18-13),MIL (16-16),BRK (15-16),MIA (14-18),ORL (13-22),BOS (10-18),IND (11-21),CHO (10-22),DET (8-23),NYK (5-28),PHI (4-26),2015
"Dec 31, 2014",TOR (24-8),ATL (23-8),WAS (22-9),CHI (22-10),CLE (18-14),MIL (17-16),BRK (15-16),MIA (14-19),BOS (11-18),ORL (13-22),IND (12-21),CHO (10-23),DET (8-23),NYK (5-29),PHI (4-26),2015
"Jan 1, 2015",TOR (24-8),ATL (23-8),WAS (22-9),CHI (23-10),CLE (18-14),MIL (17-16),BRK (15-16),MIA (14-19),BOS (11-18),ORL (13-22),IND (12-21),CHO (10-23),DET (8-23),NYK (5-29),PHI (4-26),2015
"Jan 2, 2015",ATL (24-8),TOR (24-9),CHI (23-10),WAS (22-10),CLE (19-14),MIL (17-17) T6,BRK (16-16) T6,MIA (14-19),IND (13-21),BOS (11-19),ORL (13-23),CHO (10-24),DET (9-23),NYK (5-30),PHI (4-27),2015
"Jan 3, 2015",ATL (25-8),TOR (24-9),CHI (24-10),WAS (22-11),CLE (19-14),MIL (17-17) T6,BRK (16-16) T6,MIA (14-20),IND (13-21),BOS (11-20),ORL (13-24),CHO (11-24),DET (9-23),NYK (5-30),PHI (4-28),2015
"Jan 4, 2015",ATL (25-8),CHI (24-10) T2,TOR (24-10) T2,WAS (22-11),CLE (19-15),MIL (18-17),BRK (16-17),MIA (15-20),IND (13-22),BOS (11-20),ORL (13-24),CHO (11-24),DET (10-23),NYK (5-31),PHI (4-28),2015
"Jan 5, 2015",ATL (26-8),CHI (25-10),TOR (24-10),WAS (23-11),CLE (19-16),MIL (18-17),BRK (16-18),MIA (15-20),IND (14-22),ORL (13-24),BOS (11-21),CHO (12-24),DET (10-23),PHI (5-28),NYK (5-32),2015
"Jan 6, 2015",ATL (26-8),CHI (25-10),TOR (24-10),WAS (23-11),CLE (19-16),MIL (18-18),BRK (16-18),MIA (15-20),IND (14-22),ORL (13-24),BOS (11-21),CHO (12-24),DET (11-23),PHI (5-28),NYK (5-32),2015
"Jan 7, 2015",ATL (27-8),TOR (24-10),CHI (25-11),WAS (24-11),CLE (19-17),MIL (19-18),BRK (16-19),MIA (15-20),IND (14-23),BOS (12-21),CHO (13-24),DET (12-23),ORL (13-25),PHI (5-29),NYK (5-33),2015
"Jan 8, 2015",ATL (27-8),CHI (25-11),TOR (24-11) T3,WAS (24-11) T3,CLE (19-17),MIL (19-18),BRK (16-19),MIA (15-21),IND (14-23),CHO (14-24),BOS (12-21),DET (12-23),ORL (13-25),PHI (5-29),NYK (5-34),2015
"Jan 9, 2015",ATL (28-8),WAS (25-11),TOR (24-11),CHI (25-12),MIL (20-18),CLE (19-18),BRK (16-20),MIA (15-21),IND (15-23),CHO (14-24),BOS (12-22),ORL (13-26) T12,DET (12-24) T12,PHI (6-29),NYK (5-34),2015
"Jan 10, 2015",ATL (28-8),TOR (25-11) T2,WAS (25-11) T2,CHI (26-12),CLE (19-18),MIL (20-19),BRK (16-21),MIA (15-21),CHO (15-24) T9,IND (15-24) T9,DET (13-24),BOS (12-23),ORL (13-27),PHI (7-29),NYK (5-35),2015
"Jan 11, 2015",ATL (29-8),TOR (25-11),CHI (26-12),WAS (25-12),MIL (20-19),CLE (19-19),BRK (16-21) T7,MIA (16-21) T7,CHO (15-24) T9,IND (15-24) T9,DET (13-24),BOS (12-23),ORL (13-27),PHI (7-29),NYK (5-35),2015
"Jan 12, 2015",ATL (29-8),TOR (25-12) T2,WAS (25-12) T2,CHI (26-13),MIL (20-19),CLE (19-19),MIA (16-21),BRK (16-22),CHO (15-24) T9,IND (15-24) T9,DET (14-24),BOS (13-23),ORL (14-27),PHI (7-29),NYK (5-35),2015
"Jan 13, 2015",ATL (30-8),WAS (26-12),TOR (25-12),CHI (26-13),MIL (20-19),CLE (19-20),MIA (17-21),BRK (16-22),CHO (15-24),IND (15-25),DET (14-24),BOS (13-23),ORL (14-27),PHI (7-30),NYK (5-35),2015
"Jan 14, 2015",ATL (31-8),WAS (27-12),TOR (26-12),CHI (26-14),MIL (20-19),CLE (19-20),MIA (17-22),BRK (16-23),CHO (15-25) T9,IND (15-25) T9,DET (14-25),ORL (15-27),BOS (13-24),PHI (7-31),NYK (5-35),2015
"Jan 15, 2015",ATL (31-8),WAS (27-12),TOR (26-12),CHI (26-14),MIL (21-19),CLE (20-20),MIA (17-22),BRK (16-23),CHO (15-25) T9,IND (15-25) T9,DET (14-25),ORL (15-27),BOS (13-24),PHI (7-31),NYK (5-36),2015
"Jan 16, 2015",ATL (32-8),WAS (27-13),TOR (26-13),CHI (27-14),MIL (21-19),CLE (21-20),MIA (18-22),BRK (17-23),CHO (15-25) T9,DET (15-25) T9,IND (15-26),ORL (15-28),BOS (13-25),PHI (8-31),NYK (5-36),2015
"Jan 17, 2015",ATL (33-8),WAS (28-13),TOR (26-13),CHI (27-15),MIL (21-19),CLE (21-20),MIA (18-22),BRK (17-24),CHO (16-25) T9,DET (16-25) T9,IND (15-27),ORL (15-28),BOS (13-25),PHI (8-32),NYK (5-36),2015
"Jan 18, 2015",ATL (33-8),WAS (28-13),TOR (26-14),CHI (27-15),MIL (21-19),CLE (21-20),MIA (18-22),BRK (17-24),CHO (16-25) T9,DET (16-25) T9,IND (15-27),BOS (13-25),ORL (15-29),PHI (8-32),NYK (5-36),2015
"Jan 19, 2015",ATL (34-8),WAS (29-13),TOR (27-14),CHI (27-16),CLE (22-20),MIL (21-20),MIA (18-22),BRK (17-24),CHO (17-25),DET (16-26),IND (15-28),ORL (15-29),BOS (13-26),PHI (8-33),NYK (6-36),2015
"Jan 20, 2015",ATL (34-8),WAS (29-13),TOR (27-14),CHI (27-16),CLE (22-20),MIL (21-20),MIA (18-23),BRK (17-24),CHO (17-25),DET (16-26),IND (15-28),ORL (15-29),BOS (13-26),PHI (8-33),NYK (6-36),2015
"Jan 21, 2015",ATL (35-8),WAS (29-14),TOR (27-15),CHI (27-16),CLE (23-20),MIL (21-20),BRK (18-24) T7,MIA (18-24) T7,CHO (18-25),DET (17-26),IND (15-29),ORL (15-30) T12,BOS (13-26) T12,PHI (8-34),NYK (7-36),2015
"Jan 22, 2015",ATL (35-8),WAS (29-14),TOR (27-15),CHI (28-16),CLE (23-20),MIL (21-21),MIA (18-24),BRK (18-25) T8,CHO (18-25) T8,DET (17-26),BOS (14-26),IND (15-29),ORL (15-30),PHI (8-34),NYK (7-36),2015
"Jan 23, 2015",ATL (36-8),WAS (29-14),TOR (28-15),CHI (29-16),CLE (24-20),MIL (21-21),MIA (19-24),BRK (18-25),CHO (18-26),DET (17-26),BOS (15-26),IND (15-30),ORL (15-31),PHI (8-35),NYK (8-36),2015
"Jan 24, 2015",ATL (36-8),WAS (29-15),TOR (28-15),CHI (29-16),CLE (24-20),MIL (22-21),MIA (19-24),CHO (19-26),BRK (18-26),DET (17-27),BOS (15-26),IND (15-30),ORL (15-31),PHI (8-36),NYK (8-37),2015
"Jan 25, 2015",ATL (37-8),WAS (30-15),TOR (29-15),CHI (29-17),CLE (25-20),MIL (22-22),MIA (20-24),CHO (19-26),BRK (18-26),DET (17-28),BOS (15-27),IND (16-30),ORL (15-32),PHI (8-36),NYK (8-37),2015
"Jan 26, 2015",ATL (37-8),WAS (30-15),TOR (29-15),CHI (29-17),CLE (25-20),MIL (22-22),MIA (20-24),CHO (19-26),BRK (18-26),DET (17-28),BOS (16-27),IND (16-30),ORL (15-33),NYK (8-37) T14,PHI (8-37) T14,2015
"Jan 27, 2015",ATL (37-8),WAS (31-15),TOR (30-15),CHI (30-17),CLE (26-20),MIL (23-22),MIA (20-25),CHO (19-26),BRK (18-26),BOS (16-27),DET (17-29),IND (16-31),ORL (15-33),NYK (8-37) T14,PHI (8-37) T14,2015
"Jan 28, 2015",ATL (38-8),TOR (31-15),WAS (31-16),CHI (30-17),CLE (27-20),MIL (23-22),MIA (20-25),CHO (19-27),BRK (18-27),BOS (16-28),DET (17-30),IND (16-31),ORL (15-33),NYK (9-37) T14,PHI (9-37) T14,2015
"Jan 29, 2015",ATL (38-8),TOR (31-15),WAS (31-16),CHI (30-18),CLE (27-20),MIL (24-22),MIA (20-25),CHO (19-27),BRK (18-27),BOS (16-28),DET (17-30),IND (17-31),ORL (15-34),PHI (9-37),NYK (9-38),2015
"Jan 30, 2015",ATL (39-8),TOR (32-15),WAS (31-16),CHI (30-19),CLE (28-20),MIL (24-22),MIA (20-26),CHO (19-27),BRK (18-28),DET (17-30),BOS (16-29),IND (17-31),ORL (15-34),PHI (10-37),NYK (9-38),2015
"Jan 31, 2015",ATL (40-8),TOR (33-15),WAS (31-17),CHI (30-19),CLE (29-20),MIL (25-22),MIA (20-26),CHO (20-27),BRK (18-28),DET (18-30),BOS (16-29),IND (17-32),ORL (15-35),PHI (10-38),NYK (9-38),2015
"Feb 1, 2015",ATL (40-8),TOR (33-15),WAS (31-17),CHI (30-19),CLE (29-20),MIL (25-22),MIA (21-26),CHO (20-27),BRK (18-28),DET (18-30),BOS (16-30),IND (17-32),ORL (15-35),NYK (10-38) T14,PHI (10-38) T14,2015
"Feb 2, 2015",ATL (40-9),TOR (33-16),WAS (31-18),CHI (30-19),CLE (30-20),MIL (26-22),MIA (21-26),CHO (21-27),BRK (19-28),DET (18-30),BOS (16-30),IND (17-32),ORL (15-36),NYK (10-38),PHI (10-39),2015
"Feb 3, 2015",ATL (40-9),TOR (33-16),WAS (31-18),CHI (30-19),CLE (30-20),MIL (26-22),CHO (21-27) T7,MIA (21-27) T7,BRK (19-28),DET (19-30),BOS (17-30),IND (17-32),ORL (15-36),PHI (11-39),NYK (10-39),2015
"Feb 4, 2015",ATL (41-9),TOR (33-17),WAS (31-19),CHI (30-20) T4,CLE (30-20) T4,MIL (27-22),CHO (21-27),MIA (21-28),BRK (20-28),DET (19-31),BOS (18-30),IND (18-32),ORL (15-37),PHI (11-39),NYK (10-39),2015
"Feb 5, 2015",ATL (41-9),TOR (33-17),CLE (31-20) T3,WAS (31-20) T3,CHI (30-20),MIL (27-22),CHO (22-27),MIA (21-28),BRK (20-28),DET (19-31),BOS (18-30),IND (18-32),ORL (15-37),PHI (11-39),NYK (10-39),2015
"Feb 6, 2015",ATL (42-9),TOR (34-17),WAS (31-20),CHI (30-20),CLE (31-21),MIL (27-23),CHO (22-27),BRK (21-28),MIA (21-29),DET (20-31),BOS (19-30),IND (19-32),ORL (16-37),PHI (11-40),NYK (10-40),2015
"Feb 7, 2015",ATL (42-9),TOR (34-17),WAS (32-20),CHI (31-20),CLE (31-21),MIL (28-23),CHO (22-28),BRK (21-29) T8,MIA (21-29) T8,DET (20-31),BOS (19-31),IND (19-32),ORL (16-37),PHI (12-40),NYK (10-41),2015
"Feb 8, 2015",ATL (42-10),TOR (35-17),CHI (32-20) T3,WAS (32-20) T3,CLE (32-21),MIL (28-23),CHO (22-29),BRK (21-29) T8,MIA (21-29) T8,DET (20-32) T10,IND (20-32) T10,BOS (19-31),ORL (16-38),PHI (12-40),NYK (10-41),2015
"Feb 9, 2015",ATL (43-10),TOR (35-17),WAS (33-20),CHI (32-20),CLE (32-21),MIL (29-23),CHO (22-29) T7,MIA (22-29) T7,BRK (21-30),DET (20-32),BOS (19-31),IND (20-33),ORL (16-39),PHI (12-41),NYK (10-42),2015
"Feb 10, 2015",ATL (43-10),TOR (35-17),CHI (33-20) T3,WAS (33-20) T3,CLE (32-21),MIL (29-23),MIA (22-29),CHO (22-30),BRK (21-31),DET (21-32),BOS (19-31),IND (20-33),ORL (16-39),PHI (12-41),NYK (10-42),2015
"Feb 11, 2015",ATL (43-11),TOR (36-17),CHI (33-20),CLE (33-21) T4,WAS (33-21) T4,MIL (30-23),CHO (22-30) T7,MIA (22-30) T7,BRK (21-31),BOS (20-31),DET (21-33) T11,IND (21-33) T11,ORL (17-39),PHI (12-41),NYK (10-43),2015
"Feb 12, 2015",ATL (43-11),TOR (36-17),CHI (34-20),WAS (33-21),CLE (33-22),MIL (30-23),CHO (22-30) T7,MIA (22-30) T7,BRK (21-31),BOS (20-31),DET (21-33) T11,IND (21-33) T11,ORL (17-39),PHI (12-41),NYK (10-43),2015
"Feb 19, 2015",ATL (43-11),TOR (36-17),CHI (34-20),WAS (33-21),CLE (33-22),MIL (30-23),CHO (22-30) T7,MIA (22-30) T7,BRK (21-31),BOS (20-31),DET (21-33) T11,IND (21-33) T11,ORL (17-39),PHI (12-41),NYK (10-43),2015
"Feb 20, 2015",ATL (43-12),TOR (37-17),CHI (34-21),CLE (34-22),WAS (33-22),MIL (31-23),MIA (23-30),CHO (22-30),BRK (22-31),DET (22-33) T10,IND (22-33) T10,BOS (20-32),ORL (18-39),PHI (12-42),NYK (10-44),2015
"Feb 21, 2015",ATL (43-12),TOR (37-18),CHI (35-21),CLE (34-22),WAS (33-22),MIL (31-23),MIA (23-31),BRK (22-31) T8,CHO (22-31) T8,DET (22-33) T10,IND (22-33) T10,BOS (20-32),ORL (18-39),PHI (12-42),NYK (10-44),2015
"Feb 22, 2015",ATL (44-12),TOR (37-18),CHI (35-21),CLE (35-22),WAS (33-23),MIL (31-24),MIA (23-31),BRK (22-31),DET (23-33) T9,IND (23-33) T9,CHO (22-32),BOS (20-33),ORL (19-39),PHI (12-43),NYK (10-45),2015
"Feb 23, 2015",ATL (44-12),TOR (37-19),CHI (36-21),CLE (35-22),WAS (33-23),MIL (31-25),MIA (24-31),BRK (23-31),DET (23-33) T9,IND (23-33) T9,CHO (22-32),BOS (21-33),ORL (19-39),PHI (12-44),NYK (10-45),2015
"Feb 24, 2015",ATL (44-12),TOR (37-20),CHI (36-21),CLE (36-22),WAS (33-24),MIL (31-25),MIA (24-31),BRK (23-31),CHO (22-32),DET (23-34) T10,IND (23-34) T10,BOS (21-33),ORL (19-39),PHI (12-44),NYK (10-45),2015
"Feb 25, 2015",ATL (45-12),TOR (37-20),CHI (36-22) T3,CLE (36-22) T3,WAS (33-25),MIL (32-25),MIA (25-31),BRK (23-32) T8,CHO (23-32) T8,DET (23-34) T10,IND (23-34) T10,BOS (22-33),ORL (19-40),PHI (12-45),NYK (10-46),2015
"Feb 26, 2015",ATL (45-12),TOR (37-20),CLE (37-22),CHI (36-22),WAS (33-25),MIL (32-25),MIA (25-31),BRK (23-32) T8,CHO (23-32) T8,DET (23-34) T10,IND (23-34) T10,BOS (22-33),ORL (19-40),PHI (12-45),NYK (10-46),2015
"Feb 27, 2015",ATL (46-12),TOR (37-21),CHI (37-22),CLE (37-23),WAS (33-26),MIL (32-26),MIA (25-32),IND (24-34),BOS (23-33) T9,BRK (23-33) T9,CHO (23-33) T9,DET (23-35),ORL (19-41),PHI (13-45),NYK (11-46),2015
"Feb 28, 2015",ATL (47-12),CHI (37-22) T2,TOR (37-22) T2,CLE (37-23),WAS (34-26),MIL (32-27),MIA (25-33),BRK (24-33),IND (24-34),BOS (23-33) T10,CHO (23-33) T10,DET (23-36),ORL (19-41),PHI (13-45),NYK (12-46),2015
"Mar 1, 2015",ATL (47-12),TOR (37-22),CHI (37-23),CLE (37-24),WAS (34-26),MIL (32-27),MIA (25-33),IND (25-34),BRK (24-33) T9,CHO (24-33) T9,BOS (23-34),DET (23-36),ORL (19-42),PHI (13-46),NYK (12-46),2015
"Mar 2, 2015",ATL (47-12),TOR (38-22),CHI (37-23),CLE (37-24),WAS (34-26),MIL (32-27),MIA (26-33),BRK (25-33),IND (25-34),CHO (24-33),BOS (23-34),DET (23-36),ORL (19-42),PHI (13-47),NYK (12-46),2015
